id_akd,date,title,description,sifat_rapat,id_jenis_agenda,id_masa_persidangan,tempat,status,id
Komisi II,2025-04-24 14:08:00,Raker dan RDP Wamendagri dan Dirjen Keuangan Daerah Kementerian Dalam Negeri RI.,"Penjelasan terkait BUMD, BLUD, dan Barang Milik Negara; dan Pengawasan Dana Transfer Pusat ke Daerah.
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II (KK.III) Gd. Nusantara DPR RI,Terjadwal,23153
,,Rapat Paripurna Ke-20 Pembukaan Masa Persidangan IV Tahun Sidang 2024-2025,Rapat Paripurna Ke-20 Pembukaan Masa Persidangan IV Tahun Sidang 2024-2025,Terbuka,Rapat Tertutup,121.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Terjadwal,23152
Komisi II,2025-05-05 10:30:00,"Raker dan RDP Komisi II dengan Mendagri, KPU, Bawaslu, dan DKPP",Evaluasi Penyelenggaraan Pemungutan Suara Ulang Pemilihan Kepala Daerah ,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,23151
Komisi III,2025-06-20 13:00:00,"RDP dan RDPU Komisi III DPR RI dengan Direktur Hak Cipta dan Desain Industri Direktorat Jenderal Kekayaan Intelektual (DJKI) Kemenkumham RI, Inspektur Wilayan II Badan Pengawas MA RI, dan Koalisi Advokat Pemantau Peradilan. [TERTUTUP]
 
",Menerima pengaduan masyarakat terkait kasus tergugat yaitu penyanyi dan pelaku pertunjukan yang telah menggunakan lagu ”Bilang Saja” secara komersial tanpa ijin pencipta lagu,Tertutup,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23150
Komisi III,2025-06-19 10:00:00,"RDPU Komisi III DPR RI  dengan Study Club RHS dan LK2 Fakultas Hukum Universitas Indonesia (UI), Badan Eksekutif Mahasiswa U KBM Universitas Lampung (UNILA), dan Badan Eksekutif Mahasiswa Universitas Bandar Lampung (UBL)
",Menerima masukan terhadap Rancangan Undang-Undang tentang Hukum Acara Pidana (KUHAP),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23149
Komisi I,2025-06-19 10:00:00,"RDPU Komisi III DPR RI dengan Prof. Dr. Andi Muhammad Asrun., S.H., M.H. , Dr. Muhammad Rullyadi, S.H., M.H., dan Dr. Chairul Huda, S.H., M.H.
",Menerima masukan terhadap Rancangan Undang-Undang tentang Hukum Acara Pidana (KUHAP),Terbuka,Kunjungan Kerja,121.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23148
,2025-06-18 10:00:00,Test,Test,Tidak diketahui,Rapat Tertutup,121.0,1,Dibatalkan,23147
,2025-06-18 10:00:00,TEST,PENGETESAN,Terbuka,Rapat Tertutup,121.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Dibatalkan,23146
Komisi II,2025-04-29 13:20:00,"Raker dan RDP dgn Mendagri, Para Gubernur, Serta Seluruh Walikota/Bupati (Zoom)","Membahas terkait penyelenggaraan pemerintahan daerah, Membahas terkait dana transfer pusat ke daerah, Membahas terkait Badan Usaha Milik Daerah dan Badan Layanan Umum Daerah (BLUD), Membahas terkait pengelolaan kepegawaian",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II (KK.III) Gd. Nusantara DPR RI,Terjadwal,23145
,2025-06-18 10:00:00,TES SIPERDANA,TES SIPERDANA,Terbuka,Rapat Tertutup,120.0,TES,Dibatalkan,23144
Komisi VII,2023-04-10 11:00:00,Audiensi dengan Ketua Umum Himpunan Pengusaha Muda Indonesia (HIPMI),"1. Audiensi terkait isu-isu terkini yang berkaitan dengan energi nasional
2. lain-lain",Terbuka,Kunjungan Kerja,91.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,23143
Komisi III,2022-01-11 14:20:00,Rapat Internal Komisi III DPR RI,"1. Membahas Rencana Kegiatan Masa Persidangan III Tahun Sidang 2021-2022
2. Lain-lain",Tertutup,Rapat Gabungan,85.0,"Ruang Rapat Komisi III DPR RI, Gedung Nusantara II Lantai 2",Terjadwal,23142
Komisi I,2025-03-13 13:15:00,RDPU Panja RUU Penyiaran ,Pengaturan Penyiaran Multiplatform dalam Perubahan UU Penyiaran,Terbuka,Kunjungan Kerja,116.0,"Ruang Rapat Banggar DPR RI, Gedung Nusantara II, Lantai 1",Terjadwal,23141
Komisi III,2022-01-11 09:30:00,Rapat Pimpinan Komisi III DPR RI,"Membahas Rencana Kerja dan Kegiatan Komisi III DPR RI Masa Persidangan III Tahun Sidang 2021-2022;
dan lain-lain",Tertutup,Rapat Gabungan,77.0,"Ruang Rapat Komisi III DPR RI, Gedung Nusantara II Lantai 2",Terjadwal,23140
Komisi III,2025-06-18 10:00:00,"RDPU Komisi III DPR RI dengan Akademisi Program Pascasarja Universitas Borobudur, PB SEMMI, BEM FH USAKTI, dan Perwakilan Komunitas Advokat Pengawal RUU KUHAP",Menerima masukan terhadap Rancangan Undang-Undang Tentang Hukum Acara Pidana (KUHAP) ,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23139
Komisi III,2025-06-17 10:00:00,RDPU Komisi III DPR RI dengan Ketua Lembaga Perlindungan Saksi dan Korban (LPSK) dan Ketua Perhimpunan Advokat Indonesia (PERADI). ,Menerima masukan terhadap Rancangan Undang-Undang Tentang Hukum Acara Pidana (KUHAP) ,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23138
Komisi II,2025-05-20 13:23:00,Rapat Dengar Pendapat dgn Sekjen Kemendagri & Dirjen Bina Pemerintahan Desa Kemendagri,Pembahasan Perkembangan Penyelenggaraan Pemerintahan Desa dan Perpanjangan Masa Jabatan Kepala Desa Sesuai Pasal 118 huruf e Undang-Undang Nomor 3 Tahun 2024 tentang Perubahan Kedua atas Undang-Undang Nomor 6 Tahun 2014 tentang Desa,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II (KK.III) Gd. Nusantara DPR RI,Terjadwal,23137
,2025-05-21 10:30:00,Rapat Dengar Pendapat ,Dalam rangka Pembahasan Standar Operasional Prosedur (SOP) tentang Perhitungan Kerugian Negara  ,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat BAKN DPR RI ,Terjadwal,23136
,2025-06-06 13:00:00,Rapat Dengar Pendapat ,Melanjutkan Rapat tanggal 4 Maret 2025 dalam rangka Verifikasi Harga Pokok Penjualan (HPP) dan Pemeriksaan Subsidi Pupuk ,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat BAKN DPR RI ,Terjadwal,23135
Komisi I,2025-04-29 13:20:00,Rapat Dengar Pendapat Umum dengan Pakar dan Akademisi,Masukan atas RUU tentang Pengesahan Persetujuan Antara Pemerintah RI dan Pemerintah Republik Sosialis Vietnam tentang Penetapan Batas Zona Ekonomis Ekslusif,Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,23134
Komisi I,,Rapat Dengar Pendapat Umum dengan Pakar dan Akademisi,"Masukan atas RUU tentang Pengesahan Persetujuan Antara Pemerintah RI dan Pemerintah Republik Sosialis Vietnam tentang Penetapan Batas Zona Ekonomis Ekslusif
",Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,23133
Komisi I,,Rapat Dengar Pendapat Umum dengan Pakar dan Akademisi,"Masukan atas RUU tentang Pengesahan Persetujuan Antara Pemerintah RI dan Pemerintah Republik Sosialis Vietnam tentang Penetapan Batas Zona Ekonomis Ekslusif
",Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,23132
Komisi I,,Rapat Dengar Pendapat Umum dengan Pakar dan Akademisi,"Masukan atas RUU tentang Pengesahan Persetujuan Antara Pemerintah RI dan Pemerintah Republik Sosialis Vietnam tentang Penetapan Batas Zona Ekonomis Ekslusif
",Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,23131
,2025-05-08 09:10:00,Rapat Kunjungan Kerja RUU tentang Pengelolaan Ruang Udara ke Palembang,"Mencari masukan dari Kemenhan, TNI AU, Pertamina dan beberapa pihak terkait mengenai  Rancangan Undang-Undang tentang Pertahanan Ruang Udara",Tertutup,Public Hearing,120.0,"Ruang Rapat Musi, Gedung Administrasi Angkasa Pura II Palembang, Sumatera Selatan",Terjadwal,23130
Komisi VIII,2025-05-20 14:16:00,Rapat Internal Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah,"1. Laporan Panja RUU Perubahan Atas Undang-Undang Nomor 18 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah
2. Penyerahan Laporan Panja ke Komisi VIII DPR RI
",Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23129
Komisi III,2025-05-25 10:00:00,RDPU Komisi III,Pembahasan ,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23128
Komisi X,2025-05-26 17:00:00,Rapat Intern Komisi X DPR RI,"Agenda:
1. Laporan perkembangan Panja RUU tentang
Sisdiknas.
2. Laporan Perkembangan Panja Perguruan
Tinggi Kementerian dan Lembaga (PTKL).
3. Laporan perkembangan Panja Pendidikan di
Daerah 3T (Tertinggal, Terdepan, Terluar) dan
Daerah Marginal.
4. Persiapan Kunker Reses Masa Persidangan III
Tahun Sidang 2024-2025.
5. Lain-lain.",Tertutup,Rapat Anggaran,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23127
Komisi III,2022-09-20 14:00:00,Rapat Internal komisi III DPR RI,"1. Membahas Persiapan Uji Kelayakan (Fit and Proper Test) Calon Anggota Komnas Periode 2022-2027.
2. Lain lain.",Tertutup,Rapat Gabungan,83.0,"Ruang Rapat Komisi III DPR RI, Gedung Nusantara II Lantai 2",Terjadwal,23126
Komisi III,2022-09-12 10:00:00,Komisi III DPR RI Rapat pANITIA kERJA (PANJA) RUU tentang Hukum Acara Perdata - RAPAT DIBTALKAN,Membahas Daftar Inventarisasi Masalah (DIM),Tertutup,Seminar / Diskusi,83.0,"Ruang Rapat Komisi III DPR RI, Gedung Nusantara II Lantai 2",Terjadwal,23125
Komisi III,2025-04-30 10:00:00,"RDP/RDPU Komisi III DPR RI dengan Direktur Reserse Kriminal Umum Polda Metro Jaya,Kapolres Metro Jakarta Timur,Keluarga Alm. Kenzha Ezra Walewangko, dan Kuasa Hukum Alm. Kenzha Ezra Walewangko
",Mendengarkan Aspirasi Masyarakat terkait Kasus Maninggalnya Mahasiswa UKI  Kenzha Ezra Walewangko,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23124
Komisi III,2025-05-05 10:00:00,Raker Komisi III DPR RI dengan Kepala Badan Narkotika Nasional,"Membahas: 	
1.Pemetaan jaringan, jalur peredaran, dan kawasan rawan narkoba, serta upaya pemberantasan.
2.Optimalisasi fungsi pemberantasan penyalahgunaan dan peredaran gelap narkotika.
3.Pola sinergitas dan koordinasi dengan Lembaga lainnya.
4.Pelaksanaan tupoksi dan hambatan.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23123
Komisi III,2025-05-05 13:00:00,"RDPU Komisi III DPR RI dengan Perwakilan Advokat Cinta Tanah Air (ACTA),Perwakilan Advokasi Rakyat Untuk Nusantara (ARUN),Dr. KP.H. Heru S. Notonegoro, S.H., M.H., CIL., CRA.(KAI).
",Menerima Masukan terkait Rancangan Undang-Undang tentang Hukum Acara Pidana  (KUHAP),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23122
Komisi III,2025-05-06 10:00:00,RDP Komisi III DPR RI dengan Jaksa Agung Muda Bidang Perdata dan Tata Usaha Negara,"Membahas:
1.Pelaksanaan tugas dan wewenang Kejaksaan di bidang perdata dan tata usaha negara
2.Rencana kerja dan program prioritas, kendala serta kebutuhan dalam upaya optimalisasi penyelamatan dan pemulihan keuangan negara
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23121
Komisi VII,2025-04-21 15:18:00,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI dengan Pemerintah,Melanjutkan Pembahasan DIM RUU tentang Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VII,Terjadwal,23120
Komisi III,2025-05-22 10:00:00,"RDPU Komisi III DPR RI dengan Ketua Umum Persatuan Doktor Pascasarjana Hukum Indoensia dan Ketua Advokat Perempuan Indonesia (API)
",Masukan terhadap Penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23119
Komisi III,2025-05-20 08:30:00,RDPU Komisi III DPR RI dengan Aliansi Perlindungan Perempuan dan Anak (APPA) Nusa Tenggara Timur,Menerima aspirasi masyarakat terkait kasus dugaan pelecehan seksual yang dilakukan AKBP Fajar Widyadharma Lukman Sukmaatmaja (eks Kapolres Ngada),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23118
,2025-05-27 09:30:00,"Rapat Paripurna Ke 19, Selasa 27 Mei 2025 MP III TS 2024-2025","1. Penyampaian Laporan Hasil Pemeriksaan atas Laporan Keuangan Pemerintah Pusat (LKPP) Tahun 2024, dan Ikhtisar Hasil Pemeriksaan Semester (IHPS) II Tahun 2024 beserta Laporan Hasil Pemeriksaanya oleh BPK RI.
2. Penyampaian Pandangan Fraksi atas Kerangka Ekonomi Makro dan Pokok-pokok kebijakan Fiskal RAPBN TA 2026.
3. Persetujuan permohonan pertimbangan pemberian kewarganegaraan RI dilanjutkan dengan pengambilan keputusan.
4. Pidato Ketua DPR RI pada penutupan MP III TS 2024-2025.",Terbuka,Rapat Tertutup,120.0,Persidangan Paripurna,Terjadwal,23117
Komisi III,2025-05-19 13:00:00,RDPU Komisi III DPR RI dengan Dewan Pimpinan Pusat Ikatan Advokat Indonesia (IKADIN) ,"Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP)
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23116
Komisi III,2025-05-15 15:00:00,"Raker/RDP/ RDPU Komisi III DPR RI dengan Menteri Usaha Mikro, Kecil dan Menengah (UMKM), Kepala Kepolisian Daerah Kalimantan Selatan, Kepala Kejaksaan Tinggi Kalimantan Selatan, Kuasa Hukum dan Keluarga Sdr. Firly Norachim
",Menerima aspirasi masyarakat terkait proses hukum yang sedang dijalani oleh  Sdr. Firly Norachim (UMKM ”Toko Mama Khas Banjar”),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23115
Komisi III,2025-05-15 13:00:00,"RDPU Komisi III DPR RI dengan Himpunan Advokat/Pengacara Indonesia (HAPI) dan Forum Mahasiswa Magang Lintas Kampus
 
",Menerima Masukan terkait Penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23114
Komisi III,2025-05-14 11:00:00,"RDPU Komisi III DPR RI dengan Assoc. Prof. Dr. Danrivanto Budhijanto., S.H., LL.M., in IT Law /Pakar Hukum Siber Fakultas Hukum Universitas Padjadjaran (UNPAD) dan Josua Situmpul, S.H., M.M., PhD/Kepala Divisi Hukum Cyber Law Community (ICLC) 
","Membahas:
1.  Pengertian dan Ruang Lingkup Siber.
2.  Keamanan Siber.
3.  Kejahatan/Serangan Siber
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23113
Komisi XI,2025-05-27 16:00:00,RDPU KOMISI XI DENGAN ASOSIASI PENGUSAHA MUDA TEMBAKAU MADURA,PENYAMPAIAN PANDANGAN MENGENAI UU NO 39 TAHUN 2007 TENTANG BEA DAN CUKAI,Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,23112
Komisi III,2025-05-07 15:00:00,"RDPU Komisi III DPR RI dengan Mahasiswa Universitas Indonesia dan Mahasiswa Fakultas Hukum Universiti Malaya
",Menerima kunjungan terkait Kegiatan Student Exchange Street Law Program,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23111
Komisi III,2025-05-07 13:00:00,"RDPU Komisi III DPR RI dengan Tim Advokat Penegak Hukum Anti Premanisme (TUMPAS)

","Menerima aspirasi Masyarakat terkait aksi premanisme yang meresahkan masyarakat

",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23110
Komisi III,2025-05-07 10:00:00,"RDPU Komisi III DPR RI dengan PT Berkat Maratua Indah beserta Kuasa Hukum,PT Infinitas Merah Putih, Kelompok Tani Karya Saiyo,DPP Pijar Keadilan Demokrasi,Ludhfi Rachman dan Kuasa Hukum, Sdr. Tiopan Tarigan, S.H. dan Sdr. Yuniyas
",Menerima aspirasi masyarakat terkait permasalahan tanah,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23109
Komisi V,2025-05-26 10:44:00,Rapat Panja Pengawasan SPM Jalan Tol Komisi V DPR RI dengan Ketua Asosiasi Jalan Tol Indonesia (ATI),Membahas Pemenuhan Standar Pelayanan Minimal Jalan Tol,Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi V DPR RI (KK-V),Terjadwal,23108
Komisi III,2025-05-20 13:00:00,"RDP Komisi III DPR RI dengan Jaksa Agung Muda Bidang Tindak Pidana Khusus Kejaksaan Agung RI
","Membahas:
1.Upaya maksimal yang dilakukan dalam meningkatkan efektivitas pengawasan internal;
2.⁠Strategi yang disusun dalam meningkatkan kinerja di bidang tindak pidana khusus dengan target target realistis dan upaya yang akan dicanangkan untuk pencapaiannya;
3.⁠Langkah langkah strategis penelusuran asset, pengelolaan barang bukti serta pemulihan asset (asset recovery) dalam rangka optimalisasi pengembalian kerugian keuangan negara;
4.⁠Penanganan kasus dan tindak lanjutnya.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23107
,2025-05-27 09:30:00,Rapat Paripurna Ke-19 Masa Persidangan III Tahun Sidang 2024-2025,"1. Penyampaian LKPP TA 2024 dan IHPS II TA 2024 beserta Laporan Hasil 
    Pemeriksaan oleh BPK RI.

2. Penyampaian Pandangan Fraksi atas KEM dan PPKF RAPBN TA 
    2026.
3. Persetujuan Permohonan Pertimbangan Pemberian Kewargaan RI 
    dilanjutkan Pengambilan Keputusan

4. Pidato  Ketua DPR RI pada Penutupan MP III TS 2024-2025",Terbuka,Rapat Tertutup,120.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Terjadwal,23106
Badan Anggaran,2025-05-26 13:27:00,Rapat Konsultasi Pengganti Rapat Badan Musyawarah,"1.	Surat Presiden RI:
a.	Nomor R-21/Pres/03/2025, perihal Calon Anggota Unsur Pengarah Penanggulangan Bencana dari Masyarakat Profesional;
b.	Nomor R-22/Pres/05/2025, hal: Calon Deputi Gubernur Bank Indonesia;
c.	Nomor R-28/Pres/05/2025, hal: Calon Anggota Dewan Komisioner LPS;

2.	Surat Presiden RI terkait Pertimbangan Pemberian Kewarganegaraan Republik Indonesia:
a.	Nomor R-29/Pres/05/2025, hal: Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia atas nama Sdr. Felicia Victoria de Zeeuw;
b.	Nomor R-30/Pres/05/2025, hal: Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia atas nama Sdr. Iris Joskade Roua;
c.	Nomor R-31/Pres/05/2025, hal: Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia atas nama Sdr. Isa Guusje Warps;
d.	Nomor R-32/Pres/05/2025, hal: Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia atas nama Sdr. Emily Julia Frederica Nahon;

3.	Surat Ketua Badan Pemeriksa Keuangan RI:
a.	Nomor 25/S/I/3/2025, hal: Permohonan Waktu Penyampaian Ikhtisar Hasil Pemeriksaan Beserta Laporan Hasil Pemeriksaan Semester II Tahun 2024;
b.	Nomor 69/S/I/05/2025, hal: Permohonan Waktu Penyampaian LHP LKPP Tahun 2024 dan IHPS Tahun 2024;

4.	Surat Pimpinan Komisi VI DPR RI Nomor B/437/LG/05/2025, Tanggal 22 Mei 2025, Hal Penyampaian Hasil Pembahasan First Protocol to Amend the ASEAN-Hong Kong, China Free Trade Agreement.

5.	Surat Pimpinan Badan Anggaran DPR RI Nomor B/7009/AG.05.01/05/2025, Tanggal 21 Mei 2025, Hal Penyampaian Rancangan Jadwal Pembahasan RUU tentang Pertanggungjawaban atas Pelaksanaan APBN TA 2024 dan Rancangan Jadwal Pembahasan RUU tentang APBN TA 2026.

6.	Lain-lain.
",Tertutup,Rapat Panja,120.0,"Ruang Rapat Pimpinan, Gedung Nusantara III Lt. 2",Terjadwal,23105
Komisi III,2025-05-20 15:00:00,"RDPU Komisi III DPR RI dengan Komisi Nasional Disabilitas RI dan Badan Eksekutif Mahasiswa Fakultas Hukum UNDIP
",Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23104
Komisi III,2025-05-22 10:00:00,"RDPU Komisi III DPR RI dengan Ketua Umum Persatuan Doktor Pascasarjana Hukum Indoensia dan  Ketua Advokat Perempuan Indonesia (API)
","Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP)
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23103
Komisi VII,2025-05-26 13:30:00,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI dengan Pejabat Eselon I Pemerintah,Melanjutkan Pembahasan DIM RUU tentang Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,23102
Komisi VII,2025-05-26 11:00:00,Rapat Intern Panja RUU tentang Kepariwisataan Komisi VII DPR RI,Pembahasan Program Kerja Panja RUU tentang Kepariwisataan,Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,23101
Komisi III,2025-05-22 13:00:00,"RDP/RDPU Komisi III DPR RI dengan Kajati NTT, Direktur Tindak Pidana PPA-PPO Mabes Polri; Dirkrimum Polda NTT, Kabid Propam Polda NTT dan APPA NTT.",Tindak lanjut RDPU Komisi III DPR  tanggal 20 Mei 2025  tekait kasus dugaan pelecehan seksual yang dilakukan AKBP Fajar Widyadharma Lukman Sukmaatmaja (eks Kapolres Ngada),Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23100
Komisi VII,2025-05-26 10:00:00,Rapat Dengar Pendapat Umum Menerima Audiensi Mahasiswa dan Dosen Universitas Lampung,Audiensi Komisi VII DPR RI dengan Universitas Lampung,Terbuka,Rapat Internal,120.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,23099
Komisi X,2025-05-26 16:00:00,RDP Komisi X DPR RI dengan Kepala Badan Keahlian DPR RI.,Presentasi Kepala Badan Keahlian DPR RI mengenai NA dan Draf Awal RUU tentang Sistem Pendidikan Nasional.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23098
Komisi X,2025-05-26 15:00:00,Raker Komisi X DPR RI dengan Menteri Pemuda dan Olahraga RI (Naturalisasi),"Pertimbangan Pemberian Kewarganegaraan Republik Indonesia Atlet Sepakbola atas nama Sdr Felicia Victoria de Zeeuw, Sdr Iris Joska de Rouw, Sdr Isa Guusje Warps, dan Sdr Emily Julia Frederica Nahon.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23097
Komisi X,2025-05-26 13:00:00,Rapat Kerja Komisi X DPR RI dengan Menteri Kebudayaan RI,"1. Rencana Penulisan Sejarah Indonesia oleh Kementerian Kebudayaan.
2. Lain-lain",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23096
,2025-05-26 13:25:00,Raker Menteri Pemuda dan Olahraga dan Menteri Hukum,"Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia Atlet Sepak Bola  atas Nama

1. Emily julia Frederica Nahon,
2. Isa Guusje Warps,
3. iris Joska de Rouw
4. Felicia Victoria de Zeeuw
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi XIII DPR RI,Terjadwal,23095
Badan Kehormatan,2025-02-05 13:00:00,"RDPU dengan APJATI, ASPATAKI, LPK KOFUKU dalam rangka penyusunan RUU tentang Perubahan Ketiga atas UU Nomor 18 Tahun 2017 tentang Perlindungan Pekerja Migran Indonesia","RDPU dengan APJATI, ASPATAKI, LPK KOFUKU dalam rangka penyusunan RUU tentang Perubahan Ketiga atas UU Nomor 18 Tahun 2017 tentang Perlindungan Pekerja Migran Indonesia",Terbuka,Kunjungan Kerja,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23094
Badan Legislasi,2025-05-26 12:14:00,Rapat Pimpinan DPR RI,Membicarakan surat-surat masuk dan lain-lain,Tertutup,Kegiatan Eksternal,120.0,"Ruang Rapat Pimpinan DPR RI, Gd Nusantara III Lantai 2",Terjadwal,23093
Komisi I,2025-05-26 18:18:00,"iya bu mungkin bisa jadi, RDP dan RDPU Komisi III dengan Kepala Kejaksaan Tinggi NTT, Direktur Tindak Pidana Perdagangan Orang Mabes Polri, Direktur Kriminal Umum Polda NTT, Kabid Propam Polda NTT, dan APPA NTT","iya bu mungkin bisa jadi, RDP dan RDPU Komisi III dengan Kepala Kejaksaan Tinggi NTT, Direktur Tindak Pidana Perdagangan Orang Mabes Polri, Direktur Kriminal Umum Polda NTT, Kabid Propam Polda NTT, dan APPA NTT",Terbuka,Rapat Kerja,120.0,"Ruang Rapat Komisi II DPR RI, Gedung Nusantara I DPR RI",Dibatalkan,23092
,2025-05-26 10:40:00,RAPAT DENGAR PENDAPAT UMUM (RDPU) DENGAN KETUA KOMISI PERLINDUNGAN ANAK INDONESIA (KPAI) DENGAN KOMISI XIII DPR RI,Penguatan Kelembagaan Komisi Perlindungan Anak Indonesia,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi XIII,Terjadwal,23091
Komisi II,2025-05-05 17:17:00,fsfgrteter;,;oi,Terbuka,Rapat Kerja,120.0,"Ruang Rapat Komisi II DPR RI, Gedung Nusantara I DPR RI",Dibatalkan,23090
