"id","id_satker","id_akd","date","title","description","sifat_rapat","id_jenis_agenda","id_masa_persidangan","rapat_ke","dalam_rangka","tempat","jumlah_anggota","ketua_rapat","sekretaris_rapat","hadir","penandatangan","nama_ruu","nama_ketua_rapat","nomor_ketua_rapat","jabatan_ketua_rapat","fungsi","status","user_input","tanggal_input","user_update","tanggal_update"
23104,,3.0,2025-05-20 15:00:00.000,"RDPU Komisi III DPR RI dengan Komisi Nasional Disabilitas RI dan Badan Eksekutif Mahasiswa Fakultas Hukum UNDIP
",Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP),1,3.0,120.0,,,Ruang Rapat Komisi III DPR RI,,,,,,,,,,,1,susi.daryati,2025-05-26 19:02:46.000,susi.daryati,2025-05-26 19:02:46.000
23103,,3.0,2025-05-22 10:00:00.000,"RDPU Komisi III DPR RI dengan Ketua Umum Persatuan Doktor Pascasarjana Hukum Indoensia dan  Ketua Advokat Perempuan Indonesia (API)
","Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara Pidana (KUHAP)
",1,3.0,120.0,,,Ruang Rapat Komisi III DPR RI,,,,,,,,,,,1,susi.daryati,2025-05-26 18:46:10.000,susi.daryati,2025-05-26 18:46:10.000
23102,,7.0,2025-05-26 13:30:00.000,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI dengan Pejabat Eselon I Pemerintah,Melanjutkan Pembahasan DIM RUU tentang Kepariwisataan,2,2.0,120.0,,,Ruang Rapat Komisi VII DPR RI,,,,,,,,,,,1,aga.dewantama,2025-05-26 17:49:46.000,aga.dewantama,2025-05-26 17:49:46.000
23101,,7.0,2025-05-26 11:00:00.000,Rapat Intern Panja RUU tentang Kepariwisataan Komisi VII DPR RI,Pembahasan Program Kerja Panja RUU tentang Kepariwisataan,2,5.0,120.0,,,Ruang Rapat Komisi VII DPR RI,,,,,,,,,,,1,aga.dewantama,2025-05-26 17:10:56.000,aga.dewantama,2025-05-26 17:10:56.000
23100,,3.0,2025-05-22 13:00:00.000,"RDP/RDPU Komisi III DPR RI dengan Kajati NTT, Direktur Tindak Pidana PPA-PPO Mabes Polri; Dirkrimum Polda NTT, Kabid Propam Polda NTT dan APPA NTT.",Tindak lanjut RDPU Komisi III DPR  tanggal 20 Mei 2025  tekait kasus dugaan pelecehan seksual yang dilakukan AKBP Fajar Widyadharma Lukman Sukmaatmaja (eks Kapolres Ngada),1,2.0,120.0,,,Ruang Rapat Komisi III DPR RI,,,,,,,,,,,1,susi.daryati,2025-05-26 16:36:32.000,susi.daryati,2025-05-26 16:36:32.000
23099,,7.0,2025-05-26 10:00:00.000,Rapat Dengar Pendapat Umum Menerima Audiensi Mahasiswa dan Dosen Universitas Lampung,Audiensi Komisi VII DPR RI dengan Universitas Lampung,1,4.0,120.0,,,Ruang Rapat Komisi VII DPR RI,,,,,,,,,,,1,aga.dewantama,2025-05-26 16:36:26.000,aga.dewantama,2025-05-26 16:36:26.000
23098,,10.0,2025-05-26 16:00:00.000,RDP Komisi X DPR RI dengan Kepala Badan Keahlian DPR RI.,Presentasi Kepala Badan Keahlian DPR RI mengenai NA dan Draf Awal RUU tentang Sistem Pendidikan Nasional.,1,2.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-26 16:21:46.000,alfian.rahman,2025-05-26 16:21:46.000
23097,,10.0,2025-05-26 15:00:00.000,Raker Komisi X DPR RI dengan Menteri Pemuda dan Olahraga RI (Naturalisasi),"Pertimbangan Pemberian Kewarganegaraan Republik Indonesia Atlet Sepakbola atas nama Sdr Felicia Victoria de Zeeuw, Sdr Iris Joska de Rouw, Sdr Isa Guusje Warps, dan Sdr Emily Julia Frederica Nahon.",1,1.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-26 15:11:25.000,alfian.rahman,2025-05-26 15:11:25.000
23096,,10.0,2025-05-26 13:00:00.000,Rapat Kerja Komisi X DPR RI dengan Menteri Kebudayaan RI,"1. Rencana Penulisan Sejarah Indonesia oleh Kementerian Kebudayaan.
2. Lain-lain",1,1.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-26 15:09:06.000,alfian.rahman,2025-05-26 15:09:06.000
23095,,31.0,2025-05-26 13:25:00.000,Raker Menteri Pemuda dan Olahraga dan Menteri Hukum,"Permohonan Pertimbangan Pemberian Kewarganegaraan Republik Indonesia Atlet Sepak Bola  atas Nama

1. Emily julia Frederica Nahon,
2. Isa Guusje Warps,
3. iris Joska de Rouw
4. Felicia Victoria de Zeeuw
",1,1.0,120.0,,,Ruang Rapat Komisi XIII DPR RI,,,,,,,,,,,1,nugraha.putra,2025-05-26 15:07:56.000,nugraha.putra,2025-05-26 15:07:56.000
23094,,14.0,2025-02-05 13:00:00.000,"RDPU dengan APJATI, ASPATAKI, LPK KOFUKU dalam rangka penyusunan RUU tentang Perubahan Ketiga atas UU Nomor 18 Tahun 2017 tentang Perlindungan Pekerja Migran Indonesia","RDPU dengan APJATI, ASPATAKI, LPK KOFUKU dalam rangka penyusunan RUU tentang Perubahan Ketiga atas UU Nomor 18 Tahun 2017 tentang Perlindungan Pekerja Migran Indonesia",1,3.0,116.0,,,Ruang Rapat Badan Legislasi,,,,,,,,,,,1,ahmad.ramadhan,2025-05-26 14:07:45.000,ahmad.ramadhan,2025-05-26 14:07:45.000
23093,,12.0,2025-05-26 12:14:00.000,Rapat Pimpinan DPR RI,Membicarakan surat-surat masuk dan lain-lain,2,18.0,120.0,,,"Ruang Rapat Pimpinan DPR RI, Gd Nusantara III Lantai 2",,,,,,,,,,,1,syarifah.khanif,2025-05-26 14:00:53.000,syarifah.khanif,2025-05-26 14:00:53.000
23092,,1.0,2025-05-26 18:18:00.000,"iya bu mungkin bisa jadi, RDP dan RDPU Komisi III dengan Kepala Kejaksaan Tinggi NTT, Direktur Tindak Pidana Perdagangan Orang Mabes Polri, Direktur Kriminal Umum Polda NTT, Kabid Propam Polda NTT, dan APPA NTT","iya bu mungkin bisa jadi, RDP dan RDPU Komisi III dengan Kepala Kejaksaan Tinggi NTT, Direktur Tindak Pidana Perdagangan Orang Mabes Polri, Direktur Kriminal Umum Polda NTT, Kabid Propam Polda NTT, dan APPA NTT",1,1.0,120.0,,,"Ruang Rapat Komisi II DPR RI, Gedung Nusantara I DPR RI",,,,,,,,,,,9,wina.apriani,2025-05-26 12:40:27.000,wina.apriani,2025-05-26 12:40:27.000
23091,,31.0,2025-05-26 10:40:00.000,RAPAT DENGAR PENDAPAT UMUM (RDPU) DENGAN KETUA KOMISI PERLINDUNGAN ANAK INDONESIA (KPAI) DENGAN KOMISI XIII DPR RI,Penguatan Kelembagaan Komisi Perlindungan Anak Indonesia,1,3.0,120.0,,,Ruang Rapat Komisi XIII,,,,,,,,,,,1,liyanti.sihombing,2025-05-26 12:37:13.000,liyanti.sihombing,2025-05-26 12:37:13.000
23090,,2.0,2025-05-05 17:17:00.000,fsfgrteter;,;oi,1,1.0,120.0,,,"Ruang Rapat Komisi II DPR RI, Gedung Nusantara I DPR RI",,,,,,,,,,,9,wina.apriani,2025-05-26 12:20:19.000,wina.apriani,2025-05-26 12:20:19.000
23089,,3.0,2025-05-26 13:00:00.000,"RDP Komisi III DPR RI dengan Kepala Lembaga Pendidikan dan Pelatihan Polri
","1.	Realisasi Anggaran dan Capaian Kinerja Tahun 2024 dan Rencana 1.Program-Program yang menjadi prioritas Tahun 2025 serta kebutuhan 
yang masih diperlukan.
2.Pelaksaan tupoksi lemdiklat Polri dan hambatannya.
3.Data kekerasan yang terjadi selama 5 tahun terakhir di seluruh lembaga Pendidikan Polri. 
",1,2.0,120.0,,,Ruang Rapat Komisi III DPR RI,,,,,,,,,,,1,susi.daryati,2025-05-26 11:45:34.000,susi.daryati,2025-05-26 11:45:34.000
23088,,23.0,,Rapat Paripurna Ke-19 Masa Persidangan III Tahun Sidang 2024-2025,Rapat Paripurna Ke-19 Masa Persidangan III Tahun Sidang 2024-2025,1,16.0,120.0,"19",,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",,,,,,,,,,,1,achmad.bahtiar,2025-05-26 08:57:05.000,achmad.bahtiar,2025-05-26 08:57:05.000
23087,,9.0,2025-05-26 13:00:00.000,"Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan, DJSN, Direktur BPJS Kesehatan, Dewas BPJS Kesehatan, PERSI, ARSSI, ARSADA, APKESMI","1.	Membahas evaluasi mekanisme pembayaran ke fasilitas pelayanan kesehatan, termasuk laporan dispute klaim, klaim yang pending, dibatalkan dan belum dibayarkan. 
2.	Membahas kebijakan pelayanan kesehatan program JKN, termasuk peningkatan akses layanan melalui pemanfaatan infrastruktur digital. 
3.	Membahas kesiapan penerapan Kelas Rawat Inap Standar (KRIS). 
",1,1.0,120.0,,,Ruang Rapat Komisi IX DPR RI,,,,,,,,,,,1,iswari.damai,2025-05-26 08:05:20.000,iswari.damai,2025-05-26 08:05:20.000
23086,,31.0,2025-05-22 10:56:00.000,RAPAT DENGAR PENDAPAT KOMISI XIII DPR RI DENGAN KOMNAS HAM RI,Membahas Keanggotaan Komisioner Komisi Nasional Hak Asasi Manusia,2,2.0,120.0,,,"Ruang Rapat Komisi XIII, Gedung Nusantara II DPR RI, Lantai 3 Jl. Jenderal Gatot Subroto, Jakarta Pusat",,,,,,,,,,,1,novi.resnowati,2025-05-22 13:39:11.000,novi.resnowati,2025-05-22 13:39:11.000
23085,,12.0,2025-05-22 10:48:00.000,Rapat Koordinasi Kunjungan Kerja Pimpinan DPR RI Dengan Pimpina Komisi I Sampai Dengan Komisi XIII Pada Masa Reses MP. III TS. 2024-2025,Membicarakan Rencana Kunjungan Kerja Reses Komisi I s.d Komisi XIII Pada Masa Reses MP. III TS. 2024-2025,2,12.0,120.0,,,"Ruang Rapat Pimpinan DPR RI Gedung Nusantara III, Lantai 2",,,,,,,,,,,1,siti.aminatuzzuhriyah,2025-05-22 11:41:21.000,siti.aminatuzzuhriyah,2025-05-22 11:41:21.000
23084,,31.0,2025-05-21 14:16:00.000,RDP Komisi XIII DPR RI dengan Dirjen Pemasyarakatan dan Para Kepala Kantor Wilayah Pemasyarakatan (Wilayah Timur) Ditjen Imipas,(Menyusul),1,2.0,120.0,,,Ruang Rapat Komisi XIII DPR RI,,,,,,,,,,,1,roona.hanifah,2025-05-22 09:52:13.000,roona.hanifah,2025-05-22 09:52:13.000
23083,,31.0,2025-05-22 14:00:00.000,Rapat Dengar Pendapat Komisi XIII DPR RI dengan Dirjen Pemasyarakatan dan Para Kepala Kantor Wilayah Pemasyarakatan (Wilayah Barat) Ditjen Imipas,Reformasi Sistem Pemasyarakatan untuk Pembinaan WBP agar semakin berkualitas dan berkeadilan,1,2.0,120.0,,,"Ruang Rapat Komisi XIII, Pansus B",,,,,,,,,,,1,lydia.lumbantoruan,2025-05-22 08:22:56.000,lydia.lumbantoruan,2025-05-22 08:22:56.000
23082,,16.0,2025-05-21 13:27:00.000,Rapat BURT dengan Sekjen DPR RI tentang Laporan Panja Realisasi Anggaran dan Laporan Panja Renstra,"1.	Laporan Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan;
2.	Laporan Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Setjen;
3.	Laporan Panja Renstra DPR RI Tahun 2025-2029
",2,27.0,120.0,,,Ruang Rapat BURT DPR RI,,,,,,,,,,,1,fitri.febriyamin,2025-05-22 08:01:57.000,fitri.febriyamin,2025-05-22 08:01:57.000
23081,,8.0,2025-05-22 10:00:00.000,Rapat Koordinasi Kunjungan Kerja Reses Komisi VIII DPR RI dengan para Penghubung Provinsi dan Penghubung Kementerian/Lembaga,Koordinasi Kunker Masa Reses Masa Persidangan III Tahun Sidang 2024-2025.,2,12.0,120.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-05-21 20:50:16.000,budi.rahmat,2025-05-21 20:50:16.000
23080,,6.0,2025-05-22 11:00:00.000,Raker Komisi VI DPR RI dengan Menteri Koperasi Republik Indonesia,"Pembahasan dampak kebijakan Instruksi Presiden No. 9 Tahun 2025 terkait pembentukan koperasi di tingkat desa dan kelurahan.
",1,2.0,120.0,,,Ruang rapat Komisi VI DPR RI,,,,,,,,,,,1,arifianto,2025-05-21 16:16:14.000,arifianto,2025-05-21 16:16:14.000
23079,,6.0,2025-05-22 14:00:00.000,"RDP Komisi VI DPR RI dengan:
1. Direktur Utama PT Pertamina (Persero). 
2. Direktur Utama PT Perusahaan Listrik Negara (Persero)
","Pembahasan dampak situasi global terhadap Ketahanan Energi.
",1,2.0,120.0,,,Ruang rapat Komisi VI DPR RI,,,,,,,,,,,1,arifianto,2025-05-21 16:12:56.000,arifianto,2025-05-21 16:12:56.000
23078,,6.0,2025-05-21 11:06:00.000,"RDPU Panja Pengawasan Tata Kelola Kawasan Batam Komisi VI DPR RI dengan:
1. Prof. Dr. Maria S.W. Sumardjono, SH, MCL, MPA.
2. Dr. Suparjo Sujadi, S.H., M.H.
3. Ir. Lukita Dinarsyah Tuwo, MA, Phd.

","Mendapatkan masukan terkait Tata Kelola Kawasan Batam dan strategi penyelesaiannya.
",1,3.0,120.0,,,Ruang rapat Komisi VI DPR RI,,,,,,,,,,,1,arifianto,2025-05-21 14:18:22.000,arifianto,2025-05-21 14:18:22.000
23077,,14.0,2025-05-20 14:00:00.000,"Rapat Badan Legislasi dengan Pengusul Komisi VIII dalam rangka Pengharmonisasian, Pembulatan dan Pemantapan  Konsepsi RUU tentang Perubahan atas Undang-Undang Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umroh ","Penjelasan Pengusul Komisi VIII dalam rangka Pengharmonisasian, Pembulatan dan Pemantapan  Konsepsi RUU tentang Perubahan atas Undang-Undang Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umroh ",1,22.0,120.0,,,Ruang Rapat Badan Legislasi,,,,,,,,,,,1,lucky.risandi,2025-05-21 11:03:19.000,lucky.risandi,2025-05-21 11:03:19.000
23076,,10.0,2025-05-21 14:00:00.000,"RDPU Panja Perguruan Tinggi Kementerian dan Lembaga (PTKL)
Komisi X DPR RI dengan Akademisi/Pakar kebijakan pendidikan:","1. Kondisi tata kelola, akses, mutu, dan daya saing PTKL.
2. Permasalahan penyelenggaraan dalam pengelolaan PTKL di
Indonesia.
3. Evaluasi kebijakan anggaran dalam penyelenggaraan PTKL.
4. Masukan dan rekomendasi penyelenggaraan perguruan tinggi di
K/L.",1,6.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-21 10:32:05.000,alfian.rahman,2025-05-21 10:32:05.000
23075,,10.0,2025-05-21 10:00:00.000,RDPU Komisi X DPR RI dengan Komita Olahraga Masyarakat Indonesia (KORMI) Nasional,"1. Perkenalan Kepengurusan baru Komite Olahraga Masyarakat
Indonesia (KORMI) Nasional masa bakti 2024–2028;
2. Strategi pengelolaan & pembinaan Olah Raga Masyarakat.",1,3.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-21 10:30:13.000,alfian.rahman,2025-05-21 10:30:13.000
23074,,31.0,2025-05-21 10:00:00.000,RDP Komisi XIII DPR RI dengan Dirjen Administrasi Hukum Umum (DJAHU) dan Dirjen Kekayaan Intelektual (DJKI) Kementerian Hukum RI,"Membahas terkait Grasi, Amnesti, Dll.",1,2.0,120.0,,,Ruang Rapat Komisi XIII DPR RI,,,,,,,,,,,1,sofhia.swid,2025-05-21 09:57:21.000,sofhia.swid,2025-05-21 09:57:21.000
23073,,3.0,2025-05-26 15:00:00.000,RDPU Komisi III DPR RI dengan Dekan Fakultas Hukum Universitas  Muhammadiyah Jember ,"Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara
Pidana (KUHAP)
",1,1.0,120.0,,,RUANG RAPAT KOMISI III DPR RI,,,,,,,,,,,1,susi.daryati,2025-05-21 09:13:59.000,susi.daryati,2025-05-21 09:13:59.000
23072,,5.0,2025-05-22 10:00:00.000,RDP Komisi V DPR RI dengan Dirjen Perhubungan Udara Kementerian Perhubungan,"Membahas terkait Harga Tiket, Airport Tax, Ramp Check, Pengaturan Lalu Lintas Udara, On Time Performance, serta Peningkatan Pelayanan Bandara di Seluruh Indonesia",1,2.0,120.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-05-20 17:05:07.000,ahmad.subchan,2025-05-20 17:05:07.000
23071,,5.0,2025-05-21 13:00:00.000,RDPU Komisi V DPR RI dengan Driver Aplikasi Transportasi Online,Mendengarkan Masukan Dari Pengemudi Transportasi Online Dalam  Rangka Penyusunan Regulasi Terkait Transportasi Online,1,3.0,120.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-05-20 17:01:12.000,ahmad.subchan,2025-05-20 17:01:12.000
23070,,31.0,2025-05-20 11:55:00.000,RDPU Komisi XIII DPR RI dengan Koordinator Aliansi Peduli Perempuan Dan Anak (APPA) Nusa Tenggara Timur,Audiensi,1,3.0,120.0,,,Ruang Rapat Komisi XIII DPR RI,,,,,,,,,,,1,roona.hanifah,2025-05-20 16:39:41.000,roona.hanifah,2025-05-20 16:39:41.000
23069,,9.0,2025-05-21 13:30:00.000,Rapat Dengar Pendapat Komisi IX DPR RI dengan Kepala Badan Gizi Nasional dan Kepala Badan Pengawas Obat dan Makanan,"1. Pembahasan aspek keamanan pangan dan penerapan standar SPPG dalam pelaksanaan Program MBG, termasuk penerapan prinsip Cara Produksi Pangan Olahan yang Baik (CPPOB).
2. Pembahasan upaya preventif dan strategi mitigasi Kejadian Luar Biasa (KLB) keracunan pangan dalam program MBG.",1,2.0,120.0,,,Ruang Rapat Komisi IX DPR RI,,,,,,,,,,,1,iswari.damai,2025-05-20 16:13:42.000,iswari.damai,2025-05-20 16:13:42.000
23068,,16.0,2025-05-06 16:15:00.000,Rapat BURT dengan Sekjen DPR RI tentang Pembahasan Rancangan Renstra DPR RI Tahun 2025-2029 ,Pembahasan Rancangan Renstra DPR RI Tahun 2025-2029 ,2,27.0,120.0,,,Ruang Rapat BURT DPR RI ,,,,,,,,,,,1,muhammad.syukron,2025-05-20 15:40:16.000,muhammad.syukron,2025-05-20 15:40:16.000
23067,,16.0,2025-05-06 15:08:00.000,Rapat BURT dengan Sekjen DPR RI tentang ,"1. Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan; 
2.    Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Setjen ",2,27.0,120.0,,,Ruang Rapat BURT DPR RI,,,,,,,,,,,1,muhammad.syukron,2025-05-20 15:35:43.000,muhammad.syukron,2025-05-20 15:35:43.000
23066,,10.0,2025-05-20 13:00:00.000,"RDPU Panja RUU tentang Sisdiknas Komisi X DPR RI dengan LLDikti Wilayah IV, LLDikti Wilayah XI, LLDikti Wilayah XIV, Ikatan Sarjana Pendidikan Indonesia, BEM SI, dan Aliansi BEM Kota Makassar","1. Masukan terhadap revisi UU tentang Sisdiknas, UU tentang Guru dan Dosen, serta UU tentang Pendidikan Tinggi.
2. Lain-lain.",1,6.0,120.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-05-20 14:40:19.000,alfian.rahman,2025-05-20 14:40:19.000
23065,,31.0,2025-05-20 13:51:00.000,RDP Komisi XIII DPR RI dengan Pejabat Eselon I Kementerian HAM,"1. Evaluasi Kinerja dan Realisasi Anggaran I Tahun 2024;
2. Program Kerja dan Anggaran Tahun 2025",2,2.0,120.0,,,Ruang Rapat Komisi XIII,,,,,,,,,,,1,liyanti.sihombing,2025-05-20 14:04:05.000,liyanti.sihombing,2025-05-20 14:04:05.000
23064,,32.0,2025-05-21 13:00:00.000,"Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Dewan Perwakilan Pekerja Pusat Serikat Pekerja Kereta Api Indonesia (SP-KAI)
",Mendengarkan Aspirasi dari Dewan Perwakilan Pekerja Pusat Serikat Pekerja Kereta Api Indonesia (SP-KAI) terkait Permasalahan Hubungan Industrial dengan Manajemen PT Kereta Api Indonesia (Persero),1,3.0,120.0,,,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,,,,,,,,,,,1,agung.sulistiono,2025-05-20 12:55:07.000,agung.sulistiono,2025-05-20 12:55:07.000
23063,,4.0,2025-05-07 14:00:00.000,Rapat Dengar Pendapat (RDP) dan Rapat Dengar Pendapat Umum (RDPU) Panitia Kerja Pengawasan Distribusi Pupuk Bersubsidi,(Rapat Tertutup),2,2.0,120.0,,,Ruang Rapat Komisi IV DPR RI ,,,,,,,,,,,1,tukiyo,2025-05-20 12:30:42.000,tukiyo,2025-05-20 12:30:42.000
23062,,4.0,2025-05-07 10:00:00.000,Rapat Dengar Pendapat (RDP) Panitia Kerja Penyusunan Rancangan Undang-Undang tentang Perubahan Keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan dengan Eselon I Kementerian Kehutanan,(Rapat Tertutup),2,2.0,120.0,,,Ruang Rapat Komisi IV DPR RI ,,,,,,,,,,,1,tukiyo,2025-05-20 12:28:54.000,tukiyo,2025-05-20 12:28:54.000
23061,,32.0,2025-05-21 10:00:00.000,Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Perwakilan Masyarakat Pesisir Utara Banten,"Mendengarkan Aspirasi dari Masyarakat Pesisir Utara Banten terkait Upaya Perampasan Ruang Laut untuk Mata Pencaharian Nelayan, dan Permohonan Perlindungan Hukum",1,3.0,120.0,,,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,,,,,,,,,,,1,agung.sulistiono,2025-05-20 11:03:50.000,agung.sulistiono,2025-05-20 11:03:50.000
23060,,23.0,2025-05-20 09:30:00.000,Rapat Paripurna Ke-18 Masa Persidangan III Tahun Sidang 2024-2025,Penyampaian Laporan Pemerintah Terhadap Kerangka Makro dan Pokok-Pokok Kebijakan Fiskal RAPBN TA 2026,1,16.0,120.0,"18",,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",,,,,,,,,,,9,achmad.bahtiar,2025-05-20 10:34:45.000,achmad.bahtiar,2025-05-27 06:59:33.000
23059,,11.0,2025-05-20 14:00:00.000,RDPU Komisi XI dengan Asosiasi Pengusaha Kawasan Berikat Cab. Jatim Raya,Pengaduan dan Audiensi mengenai Fasilitas kawasan berikat oleh Direktorat jenderal Bea dan Cukai,1,3.0,120.0,,,Ruang Rapat Komisi XI ,,,,,,,,,,,1,rizky.putera,2025-05-20 10:04:16.000,rizky.putera,2025-05-20 10:04:16.000
23058,,6.0,2025-05-20 13:33:00.000,"Raker Komisi VI DPR RI dengan:
1. Menteri Perdagangan RI. 
2. Menteri Badan Usaha  Milik Negara RI. 
","Pembahasan tentang : 
1. Kebijakan Amerika Serikat terkait penerapan tarif impor dan dampaknya bagi Indonesia; 
2. Rencana Pengesahan First Protocol to Amend the
ASEAN Hongkong, China Free Trade Agreement (Protokol Pertama untuk Mengubah Persetujuan Perdagangan Bebas ASEAN Hongkong, Republik Rakyat Tiongkok); dan 
3. Lain-Lain.
",1,1.0,120.0,,,Ruang rapat Komisi VI DPR RI,,,,,,,,,,,1,arifianto,2025-05-19 18:57:22.000,arifianto,2025-05-19 18:57:22.000
23057,,23.0,2025-05-20 09:30:00.000,Rapat Paripurna Ke-18 Masa Persidangan III Tahun Sidang 2024-2025,Penyampaian Pemerintah Terhadap Kerangka Ekonomi Makro (KEM) dan Pokok-Pokok Kebijakan Fiskal RAPBN Tahun Anggaran 2026,1,16.0,120.0,"18",,Ruang Rapat Paripurna Gedung Nusantara 2 Lantai 3 ,,,,,,,,,,,1,achmad.bahtiar,2025-05-19 13:37:30.000,achmad.bahtiar,2025-05-19 14:40:05.000
23056,,9.0,2025-05-20 13:00:00.000,"Rapat Dengar Pendapat Komisi IX DPR RI dengan Dewan Jaminan Sosial
Nasional (DJSN), Dewan Pengawas BPJS Ketenagakerjaan, dan Direktur Utama BPJS Ketenagakerjaan",Membahas tentang dampak pemutusan hubungan kerja,1,2.0,120.0,,,Ruang Rapat Komisi IX DPR RI,,,,,,,,,,,1,iswari.damai,2025-05-19 12:57:02.000,iswari.damai,2025-05-19 12:57:02.000
23055,,30.0,2025-05-19 14:00:00.000,Rapat Dengar Pendapat Panja Minerba Komisi XII dengan Dirjen Minerba Kementerian ESDM RI dengan menghadirkan Dirut PT Yuangguang Indonesia Internasional Mineral (PT YIIM) dan Deputi Gakkum KLH,Progres tindak lanjut hasil keputusan Panja Minerba tanggal 10 Februari 2025,2,6.0,120.0,,,Ruang Rapat Komisi XII DPR RI,,,,,,,,,,,1,dewi.novitasari,2025-05-19 12:54:07.000,dewi.novitasari,2025-05-19 12:54:07.000
23054,,14.0,2025-05-26 13:00:00.000,RDP/RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDP/RDPU dengan Dirjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja (Kemenaker RI), Ketua Lembaga Bantuan Hukum Asosiasi Perempuan Indonesia untuk Keadilan (LBH APIK), Ketua Rifka Annisa Women’s Crisis Center (WCC), dan Ketua Majelis Hukum & Hak Asasi Manusia PP Aisyiyah.
",1,2.0,120.0,,,Ruang Rapat Badan Legislasi,,,,,,,,,,,1,lucky.risandi,2025-05-19 10:23:36.000,lucky.risandi,2025-05-19 10:23:36.000
23053,,30.0,2025-05-19 10:00:00.000,RDP dan RDPU Komisi XII dengan Deputi PPKL KLH dan Ketua Yayasan Udara Anak Bangsa (Bicara Udara),"1.	Strategi peningkatan kualitas udara
2.	Lain-lain
",1,2.0,120.0,,,Ruang Rapat Komisi XII DPR RI,,,,,,,,,,,1,dewi.novitasari,2025-05-19 10:18:42.000,dewi.novitasari,2025-05-19 10:18:42.000
23052,,14.0,2025-05-22 13:00:00.000,RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDPU dengan Prof. Dr. Pujiyono Suwadi, S.H., M.H. (Dosen FH UNS), Sri Wiyanti Eddyono S.H., LL.M. (HR), Ph.D (Dosen FH UGM), Direktur International Labour Organization (ILO) Indonesia, dan Dr. Vivi Alatas.",1,3.0,120.0,,,Ruang Rapat Badan Legislasi,,,,,,,,,,,1,lucky.risandi,2025-05-19 10:16:57.000,lucky.risandi,2025-05-19 10:16:57.000
23051,,14.0,2025-05-22 10:00:00.000,RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pertekstilan,"RDPU dengan Ketua Umum DPP Pusat Insan Kalangan Ahli Tekstil Indonesia (IKATSI), Ketua Umum Asosiasi Pertekstilan, Ketua Umum Asosiasi Produsen Serat & Benang Filament Indonesia (APSyFY) dan Ketua Umum Asosiasi Pengrajin & Pengusahan Batik Indonesia.",1,3.0,120.0,,,Ruang Rapat Badan Legislasi,,,,,,,,,,,1,lucky.risandi,2025-05-19 10:09:21.000,lucky.risandi,2025-05-19 10:09:21.000
